ShipmentID,DateKey,CustomerID,ProductID,CarrierID,VehicleID,WarehouseID,EmployeeID,RouteID,ShipmentStatus,DeliveryMode,ShippingPriority,PaymentMethod,WeatherCondition,TrafficCondition,OrderQuantity,PackageWeightKg,PackageVolumeM3,DistanceKm,ShippingCost,OrderValue,HandlingTimeHours,LoadingTimeHours,WarehouseProcessingTimeHours,FuelConsumptionLiters,PromisedDeliveryDays,ActualDeliveryDays,DeliveryTimeHours,NumPreviousDelaysCustomer,Late_Delivery
2499,20240329,1781,575,6,78,1,850.0,289,Delivered,Road,Express,COD,Clear,Medium,24,32.48,0.3514,1859.2,2804.77,5565.69,2.0,1.76,5.02,187.66,4,4,87.2,1,0
2500,20220710,768,490,8,267,10,308.0,148,Delivered,Road,Standard,Credit Terms,Clear,Medium,3,16.32,0.6167,1696.5,2556.99,7566.84,1.93,1.17,3.18,311.56,6,11,273.0,1,1
2501,20230107,1439,419,5,356,6,817.0,62,Delivered,Road,Express,Prepaid,Clear,Medium,4,32.84,0.3428,972.3,1437.98,6552.27,1.36,0.75,0.95,188.82,3,2,49.8,2,0
2502,20240420,95,745,9,406,13,475.0,2,Delivered,Road,Express,Prepaid,Clear,Low,15,198.63,0.5905,2127.9,3615.67,9086.56,1.12,1.32,2.24,382.8,4,10,230.7,2,1
2503,20230924,2361,335,10,159,14,855.0,8,Delivered,Air,Standard,Prepaid,Clear,High,23,68.65,0.778,449.9,781.34,5628.27,3.0,1.89,0.22,65.31,3,2,47.0,2,0
2504,20230108,1593,432,8,371,18,437.0,247,Delivered,Sea,Standard,Prepaid,Extreme Heat,High,1,4.29,0.0895,1861.4,2006.63,3991.33,0.45,1.55,1.12,302.3,6,6,155.3,1,0
2505,20240414,13,380,9,263,3,588.0,69,Delivered,Air,Standard,COD,Clear,High,9,134.86110372031337,1.5488,334.7,467.17,830.67,1.2,2.3,5.32,62.59,2,2,48.9,1,0
2506,20231124,1380,139,9,137,22,636.0,55,Delivered,Air,Standard,COD,Clear,Medium,9,8.23,0.3466,612.5,694.98,6734.65,0.03,0.71,3.99,73.05,3,3,68.2,2,0
2507,20230714,212,251,5,26,5,764.0,306,In Transit,Road,Standard,Prepaid,Clear,Medium,14,17.88,0.4561,422.1,804.9,3924.91,2.56,1.59,2.73,71.92,3,3,63.6,1,0
2508,20220107,1162,483,4,225,7,,54,Delivered,Road,Standard,Prepaid,Clear,Medium,11,33.3,1.8314,1017.3,1297.8,3882.66,1.95,1.97,5.58,91.45,4,3,75.3,1,0
2509,20231211,2580,98,6,55,28,727.0,54,Cancelled,Road,Express,Prepaid,Clear,Medium,14,5.77,1.8372,937.3,1205.91,5858.01,1.12,1.17,1.21,155.03,3,2,47.6,1,0
2510,20220717,1962,585,3,500,26,172.0,167,Delivered,Road,Standard,Prepaid,Clear,Low,15,86.72,4.3089,998.2,1540.95,3573.46,1.82,1.46,5.37,93.68,4,4,94.4,0,0
2511,20241005,1443,473,5,151,17,269.0,82,Delivered,Road,Standard,COD,Clear,Medium,15,71.22,0.7284,1348.8,2092.48,6768.82,1.68,0.93,5.41,243.7,5,5,119.6,0,0
2512,20220727,1536,520,2,130,8,26.0,26,Delivered,Road,Standard,Prepaid,Storm,High,23,145.32,5.3335,496.3,998.83,4162.55,2.29,1.48,2.54,94.97,3,2,45.8,0,0
2513,20220202,1520,653,4,133,28,555.0,242,Delivered,Road,Standard,COD,Clear,med,9,1.8,1.0593,417.4,416.85,3368.09,1.59,1.43,4.09,64.56,3,2,46.6,1,0
2514,20230217,293,387,8,122,30,448.0,181,Delivered,Rail,Express,COD,Rain,med,18,89.3,3.4953,1000.3,1508.39,8438.78,2.09,0.89,2.98,185.03,3,2,50.0,1,0
2515,20230119,676,632,1,330,20,456.0,168,Delivered,Road,Same-Day,Prepaid,Extreme Heat,Low,2,8.89,0.2328,714.8,1204.19,8119.67,0.64,0.88,2.5,77.89,1,1,23.2,0,0
2516,20230122,2450,600,10,305,8,411.0,84,Delivered,Air,Standard,Prepaid,Rain,Low,11,13.81,4.6249,382.9,529.86,6591.34,1.22,0.61,2.4,32.2,2,2,50.0,0,0
2517,20241012,2778,187,1,50,11,513.0,229,Delivered,Road,Standard,COD,,High,22,33.85,1.3872,837.4,1180.79,3166.69,1.82,0.61,2.68,164.8,4,3,71.7,2,0
2518,20221028,438,217,3,249,1,541.0,198,Delivered,Air,Standard,COD,Clear,Medium,8,21.62,0.9958,2104.3,1846.55,1731.0,1.12,1.48,3.68,394.37,7,6,141.5,2,0
2519,20240706,2744,348,10,166,25,396.0,198,Delivered,Road,Express,COD,Extreme Heat,Low,2,3.11,0.1063,1934.7,1801.53,2768.46,0.66,0.63,2.33,215.72,4,4,91.7,1,0
2520,20220628,91,77,9,306,29,790.0,327,In Transit,Road,Standard,Credit Terms,,Medium,11,38.6,0.1218,2193.0,3081.46,4754.66,1.72,0.74,2.86,432.33,7,12,279.1,1,1
2521,20231108,1551,442,1,285,18,225.0,201,Delivered,Air,Standard,Prepaid,Clear,Low,1,0.97,0.0709,1769.8,16419.78039361362,3610.84,1.59,0.66,1.84,283.67,6,6,131.9,0,0
2522,20220524,2483,730,9,490,17,451.0,324,Delivered,Road,Standard,Prepaid,Extreme Heat,Medium,6,10.5,1.5591,450.8,492.46,3964.54,1.39,1.4,0.48,68.06,3,3,72.6,2,0
2523,20220909,654,642,9,433,16,,306,Delivered,Road,Standard,Prepaid,Storm,High,22,95.05,1.1275,460.8,821.9,4696.97,0.85,0.94,3.05,92.99,3,8,186.1,0,1
2524,20220612,2847,584,5,258,9,625.0,38,Delivered,Air,Standard,Prepaid,Clear,Low,8,19.95,0.2016,-1569.1,2293.83,3849.07,0.86,0.91,2.82,279.51,5,4,97.7,1,0
2525,20221229,2949,158,9,157,3,139.0,77,Delivered,Road,Same-Day,Prepaid,Rain,Low,2,1.69,0.2433,863.1,1616.44,5931.25,2.95,0.79,5.69,143.48,1,5,127.7,0,1
2526,20230519,1274,641,5,312,10,577.0,241,Delivered,Road,Standard,Prepaid,Rain,LOW,7,24.27,0.1785,757.2,823.32,6917.0,3.15,1.17,5.12,102.03,3,3,75.1,1,0
2527,20240729,2678,106,2,134,7,244.0,49,Delivered,Road,Standard,Prepaid,Clear,Medium,7,2.66,0.3641,2137.8,2835.46,5664.8,0.94,1.43,2.83,361.69,7,7,165.9,1,0
2528,20240408,238,330,3,106,24,449.0,255,Delivered,Road,Standard,Prepaid,Extreme Heat,Medium,24,137.26,,2171.1,3807.92,9667.14,2.24,0.92,6.38,400.35,7,6,158.5,1,0
2529,20240205,1565,746,4,497,2,735.0,142,Delivered,Rail,Standard,Prepaid,Clear,Low,1,3.29,0.1931,1185.6,1592.21,3386.67,1.18,0.5,1.82,122.49,4,4,91.6,1,0
2530,20230620,878,609,4,181,26,382.0,109,Delivered,Air,Standard,Credit Terms,Clear,High,4,5.53,0.1095,1176.5,1112.22,4098.19,3.1,1.23,3.3,143.87,4,7,175.9,2,1
2531,20221110,1880,117,8,367,3,808.0,188,Delivered,Road,Express,COD,Clear,High,6,13.5,0.802,1188.7,1273.24,3774.01,2.55,2.45,3.9,179.36,3,2,47.1,1,0
2532,20221122,753,418,3,348,16,504.0,104,Delivered,Road,Same-Day,Prepaid,,Low,7,32.51,0.5296,1924.4,3487.05,6884.34,0.77,1.44,,205.66,1,1,26.0,2,0
2533,20220525,1320,792,8,139,27,842.0,172,Delivered,Road,Standard,Prepaid,Clear,High,9,15.96,0.6979,1853.8,2210.37,2672.58,1.67,1.94,1.77,414.0,6,5,113.3,2,0
2534,20231230,2196,358,6,136,9,575.0,267,Delivered,Rail,Express,COD,Extreme Heat,Medium,15,163.1,2.662,1622.9,3363.27,10757.09,1.27,1.27,2.68,147.77,4,4,95.1,1,0
2535,20240505,619,480,6,301,24,859.0,189,Delivered,Road,Standard,COD,Fog,High,20,22.31,0.1727,1896.0,1966.13,5771.8,1.77,0.97,1.44,414.93,6,12,273.3,2,1
2536,20230824,2527,307,8,445,3,263.0,345,Delivered,Road,Same-Day,Prepaid,Clear,Medium,19,38.84,2.0377,484.3,1242.18,1866.32,2.64,2.52,5.95,44.79,1,1,22.7,2,0
2537,20230924,2045,400,8,393,7,131.0,171,Delivered,Rail,Standard,Credit Terms,Fog,High,4,11.52,0.1082,1262.4,1400.63,7983.32,2.2,0.65,3.86,273.88,5,13,313.2,0,1
2538,20230213,753,415,4,334,28,879.0,286,Delivered,Rail,Standard,Prepaid,Clear,Medium,11,60.88,1.9725,2139.2,3324.39,6689.01,1.45,0.01,3.4,313.22,7,6,158.5,1,0
2539,20241121,2008,152,7,191,8,486.0,182,Delivered,Road,Standard,COD,Fog,Medium,7,17.37,0.1915,1310.0,1550.52,4484.88,1.53,0.66,,240.41,5,11,265.9,2,1
2540,20240830,954,755,1,336,20,823.0,295,Delivered,Air,Same-Day,COD,Fog,Low,2,18.54,0.1091,508.9,1309.58,5825.91,1.6,0.82,0.86,75.96,1,1,22.7,0,0
2541,20230322,1642,689,8,111,15,162.0,327,Delivered,Road,Express,Credit Terms,Clear,LOW,19,68.77,1.2036,2067.2,3230.81,4225.64,2.33,1.43,4.56,278.4,4,3,76.1,0,0
2542,20240407,1832,81,8,99,6,799.0,308,Delivered,Rail,Express,Prepaid,Clear,Low,2,6.39,0.2543,683.9,1009.9,3588.12,0.92,1.02,0.79,101.92,2,2,47.3,1,0
2543,20230118,2444,138,10,11,10,438.0,18,Delivered,Road,Standard,COD,Clear,Low,7,37.87,0.582,1228.1,2024.76,5180.42,1.32,1.77,3.89,172.42,5,5,121.7,2,0
2544,20220516,1046,516,2,171,18,90.0,53,Delivered,Road,Express,Prepaid,Clear,Low,18,95.69,2.4551,1872.8,2956.47,6397.79,0.87,0.73,2.41,240.82,4,8,196.1,1,1
2545,20221115,1356,322,2,162,17,665.0,330,Delivered,Air,Standard,Prepaid,Clear,High,20,31.69,1.506,1984.3,3216.48,2179.41,1.33,1.41,4.18,264.53,6,5,119.3,0,0
2546,20240703,1328,544,10,14,25,499.0,276,Delivered,Road,Standard,Prepaid,Clear,Medium,13,14.4,1.2287,806.8,1242.94,4756.96,1.12,1.08,0.34,149.44,4,3,78.8,0,0
2547,20230613,2583,39,4,385,7,878.0,206,Delivered,Air,Same-Day,COD,Rain,Low,4,25.87,0.3415,1600.7,2994.93,2348.93,2.49,0.91,2.19,237.92,1,1,23.2,3,0
2548,20240806,2526,602,7,125,15,590.0,226,Delivered,Air,Same-Day,Prepaid,Rain,High,16,6.16,0.2722,1287.8,1964.26,4247.04,1.85,1.23,5.53,173.07,1,8,185.9,0,1
2549,20221220,652,19,10,458,13,873.0,17,Delivered,Road,Standard,COD,Rain,Medium,20,193.83,3.9528,1110.0,1807.41,7557.2,0.47,1.73,3.39,199.72,4,7,179.8,4,1
2550,20230520,316,158,7,324,6,802.0,179,In Transit,Rail,Express,COD,Clear,High,20,18.91,2.0218,1842.5,2957.31,4260.29,0.13,0.95,2.57,239.92,4,4,100.0,2,0
2551,20220322,2886,584,3,145,28,520.0,19,Delivered,Rail,Standard,Credit Terms,Extreme Heat,High,13,34.7,0.4007,645.1,745.05,884.09,1.01,0.8,3.2,113.93,3,3,73.4,1,0
2552,20240505,502,279,2,337,9,575.0,221,Delivered,Road,Express,Prepaid,Clear,Medium,6,23.03,0.6965,1210.4,1866.81,9909.37,1.31,0.6,3.91,167.03,3,3,73.1,2,0
2553,20221209,616,167,4,494,14,353.0,201,Delivered,Road,Standard,Prepaid,Extreme Heat,High,14,89.35,0.598,1704.4,1746.88,5567.63,1.06,1.72,5.37,326.39,6,5,117.5,1,0
2554,20220410,357,707,7,378,20,757.0,225,Delivered,Road,Standard,COD,Fog,Medium,19,21.9,3.2857,2097.1,2343.54,2860.1,1.4,1.07,1.72,269.35,7,7,153.0,2,0
2555,20220828,481,481,10,492,27,324.0,242,Delivered,Road,Express,COD,Fog,Medium,23,93.46,1.2873,463.3,1301.59,8017.04,0.66,1.32,3.22,41.65,2,1,22.9,0,0
2556,20231231,190,231,1,330,5,793.0,350,Delivered,Air,Express,COD,Fog,Low,22,23.34,2.3348,1299.4,2349.66,2004.22,2.22,0.6,3.27,128.99,3,3,74.3,1,0
2557,20240612,1811,579,5,199,16,493.0,183,Delivered,road,Express,COD,Clear,Medium,3,17.34,0.1397,1956.6,1920.25,5986.45,1.18,0.85,4.32,261.71,4,4,90.6,2,0
2558,20241112,1530,107,8,21,2,874.0,285,Delivered,Sea,Same-Day,Credit Terms,Clear,Low,18,173.3,2.2862,2094.2,2500.64,7364.75,0.88,0.36,2.44,293.87,1,1,24.3,4,0
2559,20220916,280,394,9,4,13,106.0,158,Delivered,Road,Standard,COD,Clear,Medium,12,61.68,1.0988,1990.6,1866.37,6084.33,1.39,0.82,,317.6,6,5,116.4,2,0
2560,20231010,1957,152,9,19,30,272.0,262,In Transit,Road,Standard,Prepaid,Clear,Medium,9,26.71,0.3084,73.3,263.92,6807.17,2.26,0.56,3.94,7.64,2,2,48.4,0,0
2561,20230518,504,526,8,367,16,340.0,97,Delivered,Road,Standard,COD,Rain,High,21,106.93,1.3928,2114.1,2944.92,5211.98,1.22,0.64,1.93,436.88,7,7,182.3,3,0
2562,20240224,1615,218,2,462,30,604.0,152,Delivered,Rail,Standard,Credit Terms,Rain,Low,14,27.75,4.0094,570.3,687.99,2083.97,0.86,0.33,3.51,56.64,3,2,50.1,4,0
2563,20240108,2188,193,4,41,23,121.0,213,Delivered,Road,Standard,Prepaid,Clear,Low,20,37.63,2.7082,833.6,1454.39,7223.67,0.98,0.95,3.42,74.07,4,3,73.0,1,0
2564,20220318,1278,205,6,182,9,238.0,340,Delivered,Road,Standard,Prepaid,Rain,Medium,10,41.73,0.8063,387.3,592.44,3383.63,1.18,0.82,2.51,55.76,2,2,45.0,3,0
2565,20220613,925,655,2,6,30,56.0,315,Delivered,Rail,Express,Credit Terms,Clear,Medium,6,30.94,0.5198,752.1,1363.39,4203.64,1.77,0.6,3.25,121.84,2,1,25.4,0,0
2566,20231009,2690,694,4,438,22,284.0,94,Delivered,Rail,Express,Credit Terms,Clear,Low,5,50.23,0.664,1711.3,3006.18,1548.59,1.72,1.12,3.42,141.92,4,4,87.7,2,0
2567,20230806,2401,165,3,318,1,865.0,148,Delivered,Road,Express,COD,Clear,Low,3,6.11,2.0316,1682.5,2277.14,2517.79,1.05,0.85,3.0,301.8,4,4,95.0,0,0
2568,20240828,2534,126,3,298,24,809.0,28,Delivered,Rail,Standard,Prepaid,Clear,Medium,7,4.73,0.4049,2173.7,1835.97,6900.88,1.78,1.57,3.95,389.84,7,15,353.0,3,1
2569,20240717,467,473,8,437,16,286.0,244,Delivered,Road,Express,COD,Clear,High,12,44.84,0.5773,669.4,1384.04,3199.69,1.44,1.33,3.29,131.39,2,1,25.0,3,0
2570,20220306,820,514,7,456,30,634.0,25,Delivered,Rail,Standard,Credit Terms,Clear,Medium,3,,0.2312,1304.8,1449.67,2858.51,1.69,1.9,2.69,165.28,5,5,119.3,2,0
2571,20231003,1156,669,1,37,21,426.0,7,Delivered,Road,Express,Prepaid,Extreme Heat,Medium,21,140.96,3.201,1214.3,2700.33,7047.7,1.34,1.27,2.63,110.73,3,3,76.1,0,0
2572,20230322,506,658,10,254,4,272.0,260,Delivered,Road,Express,Prepaid,Rain,High,11,30.05,2.0208,1257.9,1672.17,2985.51,0.71,1.23,0.78,215.37,3,2,52.3,1,0
2573,20230613,1159,635,6,376,13,627.0,158,Delivered,Road,Standard,Credit Terms,Rain,High,17,10.88,1.5785,1974.5,2061.98,6496.12,3.26,0.53,2.32,212.97,6,11,266.0,1,1
2574,20220313,744,35,7,339,24,322.0,65,Delivered,Road,Standard,COD,Clear,Medium,9,29.23,0.7284,689.9,844.27,6654.69,3.01,1.25,2.8,84.32,3,3,63.8,0,0
2575,20240708,1442,42,7,377,18,459.0,267,Delivered,Rail,Same-Day,Prepaid,Clear,Medium,24,156.14,1.2249,1496.5,2519.77,9565.46,2.24,0.54,3.09,170.37,1,1,23.9,2,0
2576,20220701,2123,150,1,112,2,67.0,273,Delivered,Road,Standard,Prepaid,Fog,High,8,24.41,0.3936,572.9,717.26,1996.93,2.5,0.84,4.84,99.93,3,10,253.4,3,1
2577,20241104,1232,294,9,93,2,810.0,295,Cancelled,Air,Express,Prepaid,Clear,High,10,23.08,1.0547,527.6,854.71,5155.45,0.71,0.66,2.27,82.77,2,1,24.4,0,0
2578,20241017,2167,591,7,489,9,796.0,285,Delivered,Road,Standard,Credit Terms,Extreme Heat,Medium,10,40.87,0.2665,1951.6,1961.59,2844.11,1.09,0.43,3.84,257.18,6,10,241.2,1,1
2579,20240618,1161,683,3,89,9,819.0,188,Delivered,Road,Standard,Prepaid,Clear,High,9,388.3445897625125,2.6358,1078.6,1204.04,7145.89,3.26,0.92,4.17,219.87,4,4,89.5,1,0
2580,20220509,1483,576,1,204,17,361.0,331,Delivered,Road,Standard,COD,Clear,High,8,10.97,1.8269,1143.6,1319.33,6897.9,0.25,0.77,2.05,248.55,4,3,68.7,1,0
2581,20230324,986,681,10,480,12,251.0,199,Delivered,Sea,Express,Prepaid,Extreme Heat,Medium,21,41.13,4.4652,928.2,1383.86,2421.29,0.75,0.79,1.25,152.74,2,1,22.1,1,0
2582,20220127,255,298,10,338,9,497.0,244,Delivered,Rail,Standard,Prepaid,Storm,Medium,22,34.08,3.1423,656.8,1119.18,2492.05,1.36,0.97,4.18,84.23,3,3,73.4,1,0
2583,20231102,46,510,8,83,13,386.0,49,Delivered,Air,Express,Prepaid,Clear,Low,11,22.14,1.312,2216.0,2479.37,3928.8,1.88,0.92,2.67,357.4,4,3,77.8,2,0
2584,20240805,550,109,6,400,6,298.0,190,Delivered,Road,Express,Credit Terms,Clear,Medium,18,46.68,1.5415,1202.1,1583.38,5117.55,1.37,0.74,,160.9,3,2,47.9,2,0
2585,20230801,1850,87,6,192,21,181.0,104,Delivered,Air,Standard,Prepaid,Clear,Medium,2,10.05,0.2199,1957.9,2527.1,3424.59,0.7,0.67,3.66,281.07,6,5,117.9,2,0
2586,20220126,300,661,5,405,2,323.0,281,Delivered,Road,Express,Credit Terms,Storm,Low,5,168.78194179942565,1.0143,920.3,1254.08,3218.19,1.77,0.65,2.97,136.63,2,8,177.7,2,1
2587,20221129,1421,324,9,93,28,839.0,234,Delivered,Air,Express,Credit Terms,Fog,Medium,18,53.57,0.1117,1288.1,1567.67,5976.79,2.57,0.95,4.75,207.76,3,3,72.0,0,0
2588,20220706,399,582,8,393,23,649.0,246,Delivered,Road,Standard,COD,Clear,Low,2,2.63,0.141,2002.9,1759.23,4884.96,1.61,1.11,2.23,231.12,7,7,146.8,3,0
2589,20230423,1120,769,1,153,2,55.0,269,Delivered,Air,Express,COD,Clear,Medium,4,,0.1815,882.2,1678.27,3272.26,1.74,0.61,2.52,90.85,2,2,52.9,0,0
2590,20230212,812,460,4,36,20,224.0,220,Delivered,Road,Same-Day,Prepaid,Clear,Medium,21,58.66,2.7872,1604.6,2836.09,1700.65,2.01,0.55,1.98,191.08,1,1,23.1,2,0
2591,20240627,635,86,8,195,14,726.0,29,Delivered,Road,Express,Credit Terms,Storm,Low,15,36.44,1.2562,502.7,874.94,5477.27,3.43,1.02,3.23,87.07,2,1,25.3,2,0
2592,20220831,1546,526,10,60,18,276.0,81,In Transit,Road,Standard,Prepaid,Clear,Medium,12,58.82,0.8467,1521.6,2344.87,3161.65,1.39,0.78,1.48,276.08,5,5,133.3,1,0
2593,20221126,2675,642,8,113,12,748.0,337,Delivered,Rail,Standard,Credit Terms,Fog,Medium,11,38.49,0.5922,1053.4,1831.88,2651.63,1.8,0.97,4.02,171.4,4,11,241.1,2,1
2594,20220918,1959,221,5,375,9,668.0,243,Delivered,Road,Standard,Credit Terms,Clear,Medium,16,5.87,1.1678,1385.8,1914.93,1113.98,1.84,0.85,2.54,175.99,5,5,118.5,0,0
2595,20240901,714,335,8,95,29,791.0,334,Delivered,Road,Standard,COD,Clear,High,15,35.36,0.554,2299.6,2146.14,6398.02,0.99,0.31,1.46,331.55,7,7,168.7,1,0
2596,20221119,2548,503,8,179,6,852.0,25,Returned,Road,Same-Day,COD,Clear,Medium,7,7.42,1.4943,1399.7,2523.51,5510.23,0.37,1.08,2.06,150.18,1,1,26.7,2,0
2597,20241222,2763,596,8,431,22,585.0,66,Delivered,Air,Standard,COD,Storm,High,17,76.34,0.5866,161.2,628.47,2572.81,0.54,0.84,4.48,32.65,2,2,47.2,2,0
2598,20240101,2271,145,10,149,16,742.0,233,Delivered,Air,Standard,Prepaid,Clear,Low,5,0.41,1.1734,820.1,1267.2,3579.57,0.45,1.06,2.61,82.49,4,4,97.9,1,0
2599,20221203,652,44,7,218,29,465.0,16,Delivered,Road,Standard,COD,Clear,Low,1,4.66,0.2929,1639.1,1599.53,5621.74,2.05,1.27,1.1,208.74,6,6,136.1,1,0
2600,20231014,503,511,5,188,15,791.0,25,Delivered,Rail,Standard,Credit Terms,Clear,Medium,11,8.11,0.0564,1397.0,1863.21,2995.64,2.56,0.91,1.72,259.5,5,4,104.7,1,0
2601,20220515,2915,9,8,154,16,544.0,120,Delivered,Road,Express,Credit Terms,Clear,High,20,38.6,1.2238,1577.2,2676.98,3604.99,1.13,1.51,2.5,316.32,3,3,71.6,2,0
2602,20240917,2667,362,9,353,27,84.0,237,Delivered,Road,Standard,Prepaid,Clear,Medium,9,66.05,0.2815,1395.1,1938.37,6045.62,1.46,0.91,3.84,254.51,5,4,91.2,0,0
2603,20241115,1260,241,7,191,19,173.0,336,Delivered,Road,Same-Day,COD,Clear,Medium,15,28.21,1.5851,912.0,1712.2,6565.88,1.1,1.08,1.3,147.93,1,1,25.1,0,0
2604,20221118,1372,351,1,289,14,407.0,341,Delivered,Road,Express,Prepaid,Clear,Medium,6,55.34,0.8443,1365.6,2170.64,3928.89,1.24,1.66,5.77,237.38,3,2,49.1,2,0
2605,20220707,1599,697,1,27,26,158.0,156,Delivered,Road,Standard,COD,Rain,Medium,5,14.41,0.355,990.6,1217.49,2642.13,2.05,0.08,1.67,101.36,4,3,72.5,0,0
2606,20230415,2666,749,9,222,26,169.0,257,Delivered,Road,Express,Prepaid,Storm,Low,5,4.75,,1156.9,2054.85,1259.32,1.86,1.86,2.76,94.53,3,2,48.7,1,0
2607,20240425,897,544,5,231,2,714.0,110,Delivered,Road,Same-Day,COD,Fog,Medium,15,17.8,1.5855,2186.4,3835.65,3803.72,1.09,0.89,3.39,248.44,1,9,217.2,0,1
2608,20231118,2036,298,10,70,7,45.0,248,Delivered,Rail,Standard,Prepaid,,Medium,20,34.75,3.7263,1653.1,2145.8,899.17,1.18,1.15,2.98,161.4,6,5,124.1,1,0
2609,20220212,2818,490,3,298,28,491.0,314,In Transit,Road,Express,COD,Storm,Medium,5,21.31,0.8803,275.1,629.69,667.16,2.89,1.79,4.77,30.84,2,1,24.6,0,0
2610,20220110,899,112,8,408,28,679.0,222,Delivered,Road,Standard,Credit Terms,Extreme Heat,Low,4,7.0,0.4533,685.4,1015.98,1573.68,2.61,1.4,,79.46,3,2,49.2,1,0
2611,20220916,848,799,5,90,15,839.0,47,In Transit,Road,Express,Prepaid,Extreme Heat,Low,24,200.25,7.244,652.2,1324.51,9139.37,2.17,0.51,,68.04,2,2,48.4,0,0
2612,20240406,404,700,1,204,12,368.0,98,Delivered,Road,Express,Prepaid,,Medium,14,20.14,3.1287,1836.3,2244.18,5011.85,0.89,0.26,2.69,277.13,4,4,98.2,1,0
2613,20221013,2191,278,4,497,29,241.0,330,Delivered,Road,Standard,Prepaid,Fog,High,14,53.75,3.5843,2020.8,2422.51,4139.14,1.1,0.21,1.06,313.85,7,6,137.6,1,0
2614,20240907,817,20,2,264,2,634.0,277,Delivered,Air,Standard,Credit Terms,Clear,Low,20,165.4,0.0513,1671.9,2238.21,11125.49,1.8,0.76,2.73,254.01,6,6,141.0,1,0
2615,20221122,62,681,6,486,1,255.0,284,Delivered,Rail,Standard,COD,Clear,High,12,21.58,1.9311,394.4,688.14,1315.76,0.72,1.0,3.54,56.25,2,2,51.0,1,0
2616,20240905,1509,25,9,332,20,99.0,18,Delivered,Sea,Same-Day,Prepaid,Clear,Medium,11,61.93,0.9972,1175.9,1956.73,4757.94,2.3,1.27,3.3,109.66,1,6,134.4,1,1
2617,20241004,1677,88,10,386,3,460.0,135,Delivered,Sea,Standard,Prepaid,Clear,High,19,60.92,2.7747,395.2,782.59,10539.7,2.06,2.29,4.22,70.38,2,1,24.1,2,0
2618,20240308,53,5,6,242,6,260.0,181,Delivered,Road,Express,Prepaid,Rain,Medium,11,76.01,0.572,949.8,1980.94,5608.42,0.35,1.03,3.02,161.89,3,2,51.6,3,0
2619,20220712,2225,137,10,317,3,72.0,276,Delivered,Air,Standard,COD,Clear,Medium,23,56.69,1.0713,744.9,1027.84,6110.9,2.09,0.93,2.33,100.94,3,3,72.4,1,0
2620,20220320,1677,735,9,137,28,574.0,37,Delivered,road,Express,Credit Terms,Clear,Low,1,4.5,0.163,993.8,1063.7,4953.3,2.18,1.86,8.16,153.26,3,3,76.9,0,0
2621,20220710,1413,383,2,74,2,669.0,265,Delivered,Road,Standard,Prepaid,Clear,High,4,23.55,0.2031,1658.1,2348.0,6465.84,2.31,1.16,2.82,218.78,6,5,111.7,1,0
2622,20231125,1032,134,1,308,28,844.0,215,Delivered,Sea,Standard,Credit Terms,Fog,Medium,8,235.77301882224717,0.413,884.4,954.49,4997.17,1.97,1.55,4.4,121.55,4,3,68.9,2,0
2623,20240129,1930,768,9,315,5,151.0,203,Delivered,Sea,Standard,Prepaid,Storm,High,6,8.05,0.2523,1787.8,2669.64,4541.13,1.05,1.25,3.36,217.78,6,15,339.2,2,1
2624,20241216,2253,333,6,208,27,711.0,302,Delivered,Road,Standard,COD,Extreme Heat,Medium,3,4.79,0.4003,557.7,948.51,6871.38,1.86,1.48,3.67,78.57,3,2,48.0,3,0
2625,20241109,2305,563,8,198,10,507.0,274,Delivered,Road,Standard,Credit Terms,Clear,Low,24,13.85,3.0526,307.3,480.81,6300.56,2.8,1.96,4.42,25.83,2,2,49.7,3,0
2626,20221204,1165,436,7,456,13,187.0,250,Delivered,Road,Standard,COD,Clear,Low,16,58.83,,1727.8,2723.15,4654.82,1.51,0.95,2.72,151.94,6,5,120.0,0,0
2627,20230303,1501,91,3,92,5,89.0,176,In Transit,Road,Express,COD,Clear,Medium,20,57.84,0.56,1332.1,1620.19,3221.09,2.8,0.98,7.46,198.19,3,3,73.7,1,0
2628,20240426,762,569,5,429,9,136.0,341,Delivered,Road,Standard,Prepaid,Fog,Low,22,47.76,2.7889,1471.9,1728.94,5294.27,2.3,1.92,2.04,129.18,5,5,118.7,0,0
2629,20240427,655,764,4,307,5,369.0,295,Delivered,Road,Express,Credit Terms,Clear,Low,5,20.59,0.6386,495.6,894.48,2034.23,1.93,1.31,3.35,53.44,2,2,49.5,1,0
2630,20221210,2588,782,7,384,7,649.0,105,Delivered,Road,Standard,COD,Rain,Medium,15,26.4,0.2008,1070.2,1256.09,1357.74,2.11,1.12,3.09,140.39,4,4,98.6,0,0
2631,20220204,1191,613,1,114,14,503.0,278,Delivered,Road,Express,Credit Terms,Rain,Low,8,23.09,0.6405,796.0,1113.21,5051.84,2.44,1.5,2.0,77.47,2,2,53.8,1,0
2632,20220416,821,537,5,363,15,174.0,200,Delivered,Air,Standard,Credit Terms,Clear,Medium,8,7.3,1.62,1228.6,1988.3,1937.66,0.71,0.58,3.53,205.7,5,5,116.6,0,0
2633,20240622,2193,590,3,51,19,478.0,318,Delivered,Road,Express,COD,Clear,Medium,16,12.05,2.5024,628.2,852.99,4446.46,1.3,1.47,4.17,74.97,2,2,43.3,1,0
