ProductID,ProductName,Category,SubCategory,UnitWeightKg,UnitVolumeM3,FragileFlag
460,Product_00460,Electronics,Mobile Phones,2.56,0.1298,True
461,Product_00461,Industrial,Spare Parts,0.53,0.0332,False
462,Product_00462,Electronics,Laptops,7.89,0.0251,True
463,Product_00463,Grocery,Beverages,1.87,0.1137,True
464,Product_00464,Electronics,Mobile Phones,4.17,0.1468,True
465,Product_00465,Electronics,Home Appliances,4.61,0.0701,False
466,Product_00466,Electronics,Home Appliances,7.02,0.0585,True
467,Product_00467,Apparel,Footwear,3.94,0.019,False
468,Product_00468,Grocery,Household Supplies,3.09,0.0862,False
469,Product_00469,Grocery,Packaged Food,6.53,0.0129,False
470,Product_00470,Furniture,Home Furniture,4.56,0.1972,True
471,Product_00471,Furniture,Home Furniture,2.72,0.0728,True
472,Product_00472,Electronics,Home Appliances,8.13,0.0365,False
473,Product_00473,Electronics,Laptops,4.82,0.049,False
474,Product_00474,Grocery,Packaged Food,1.04,0.0912,False
475,Product_00475,Furniture,Office Furniture,9.14,0.0561,True
476,Product_00476,Grocery,Packaged Food,2.05,0.0803,False
477,Product_00477,Electronics,Home Appliances,7.0,0.0319,False
478,Product_00478,Pharma,Medicines,0.8,0.173,True
479,Product_00479,Electronics,Laptops,6.5,0.0498,True
480,Product_00480,Grocery,Household Supplies,1.11,0.0087,False
481,Product_00481,Electronics,Home Appliances,3.86,0.0601,True
482,Product_00482,Furniture,Office Furniture,4.72,0.0436,True
483,Product_00483,Apparel,Footwear,2.77,0.1652,False
484,Product_00484,Furniture,Office Furniture,3.38,0.0366,False
485,Product_00485,Electronics,Mobile Phones,1.35,0.0554,False
486,Product_00486,Grocery,Beverages,6.04,0.0931,False
487,Product_00487,Electronics,Laptops,4.02,0.123,False
488,Product_00488,Furniture,Home Furniture,1.59,0.206,False
489,Product_00489,Electronics,Accessories,4.13,0.0394,False
490,Product_00490,Electronics,Home Appliances,4.23,0.1908,True
491,Product_00491,Furniture,Home Furniture,3.5,0.1609,False
492,Product_00492,Electronics,Home Appliances,0.21,0.043,True
493,Product_00493,Electronics,Laptops,2.46,0.0387,False
494,Product_00494,Pharma,Medical Equipment,5.97,0.1082,False
495,Product_00495,Pharma,Medical Equipment,4.91,0.0788,False
496,Product_00496,Industrial,Machinery Components,4.81,0.108,False
497,Product_00497,Apparel,Menswear,3.99,0.0616,False
498,Product_00498,Grocery,Household Supplies,6.46,0.0849,False
499,Product_00499,Pharma,Medical Equipment,2.04,0.0731,True
500,Product_00500,Electronics,Home Appliances,1.68,0.1069,True
501,Product_00501,Furniture,Office Furniture,10.7,0.0375,False
502,Product_00502,Electronics,Accessories,1.86,0.0899,False
503,Product_00503,Industrial,Machinery Components,1.0,0.2032,False
504,Product_00504,Grocery,Packaged Food,2.73,0.1955,False
505,Product_00505,Grocery,Household Supplies,3.6,0.0977,False
506,Product_00506,Grocery,Beverages,6.49,0.0368,True
507,Product_00507,Electronics,Laptops,2.46,0.2698,True
508,Product_00508,Apparel,Womenswear,2.44,0.1069,False
509,Product_00509,Furniture,Home Furniture,3.35,0.2524,True
510,Product_00510,Grocery,Beverages,2.13,0.1101,False
511,Product_00511,Grocery,Household Supplies,0.81,0.005,False
512,Product_00512,Electronics,Mobile Phones,1.09,0.2686,True
513,Product_00513,Furniture,Office Furniture,7.72,0.1455,False
514,Product_00514,Apparel,Menswear,5.55,0.0825,False
515,Product_00515,Electronics,Laptops,3.26,0.0144,True
516,Product_00516,Industrial,Machinery Components,4.9,0.1567,False
517,Product_00517,Grocery,Household Supplies,5.67,0.1094,True
518,Product_00518,Grocery,Packaged Food,1.94,0.32,False
519,Product_00519,Industrial,Spare Parts,1.34,0.2359,True
520,Product_00520,Apparel,Menswear,7.18,0.2475,False
521,Product_00521,Industrial,Machinery Components,0.3,0.0958,True
522,Product_00522,Furniture,Home Furniture,4.96,0.0927,False
523,Product_00523,Grocery,Beverages,3.82,0.1103,False
524,Product_00524,Electronics,Home Appliances,6.7,0.0471,True
525,Product_00525,Electronics,Home Appliances,5.09,0.0844,True
526,Product_00526,Apparel,Menswear,4.88,0.0719,False
527,Product_00527,Electronics,Laptops,1.47,0.1871,False
528,Product_00528,Electronics,Home Appliances,5.82,0.2134,True
529,Product_00529,Grocery,Beverages,4.53,0.1326,True
530,Product_00530,Furniture,Office Furniture,1.65,0.0406,False
531,Product_00531,Electronics,Home Appliances,3.85,0.2801,True
532,Product_00532,Furniture,Home Furniture,1.19,0.1561,False
533,Product_00533,Industrial,Spare Parts,2.92,0.1048,True
534,Product_00534,Furniture,Home Furniture,13.63,0.1239,False
535,Product_00535,Pharma,Medical Equipment,1.39,0.023,False
536,Product_00536,Furniture,Home Furniture,0.8,0.072,True
537,Product_00537,Electronics,Home Appliances,1.1,0.1981,True
538,Product_00538,Apparel,Footwear,2.88,0.0218,False
539,Product_00539,Industrial,Spare Parts,5.36,0.0212,False
540,Product_00540,Furniture,Home Furniture,3.43,0.1568,False
541,Product_00541,Pharma,Medicines,0.93,0.1177,False
542,Product_00542,Industrial,Machinery Components,5.31,0.0221,True
543,Product_00543,Electronics,Home Appliances,0.46,0.067,False
544,Product_00544,Apparel,Womenswear,1.04,0.1048,False
545,Product_00545,Grocery,Packaged Food,2.05,0.0959,False
546,Product_00546,Electronics,Home Appliances,7.01,0.1109,True
547,Product_00547,Grocery,Beverages,3.53,0.063,False
548,Product_00548,Pharma,Medical Equipment,3.64,0.0995,True
549,Product_00549,Grocery,Household Supplies,0.94,0.1324,False
550,Product_00550,Apparel,Menswear,2.23,0.1253,False
551,Product_00551,Furniture,Home Furniture,6.32,0.0646,False
552,Product_00552,Electronics,Laptops,4.32,0.1412,False
553,Product_00553,Industrial,Spare Parts,5.45,0.0366,False
554,Product_00554,Electronics,Home Appliances,3.25,0.049,False
555,Product_00555,Industrial,Spare Parts,6.37,0.1566,True
556,Product_00556,Grocery,Packaged Food,0.94,0.1392,False
557,Product_00557,Apparel,Footwear,2.83,0.0693,False
558,Product_00558,Grocery,Beverages,4.8,0.0481,False
559,Product_00559,Electronics,Laptops,0.65,0.0537,True
560,Product_00560,Grocery,Beverages,0.14,0.1284,False
561,Product_00561,Pharma,Medicines,10.7,0.1118,False
562,Product_00562,Pharma,Medicines,3.57,0.0456,False
563,Product_00563,Electronics,Accessories,0.58,0.1385,False
564,Product_00564,Furniture,Home Furniture,3.5,0.0669,False
565,Product_00565,Industrial,Machinery Components,1.05,0.0377,False
566,Product_00566,Pharma,Medicines,1.46,0.0583,False
567,Product_00567,Apparel,Womenswear,7.17,0.0893,False
568,Product_00568,Electronics,Accessories,2.09,0.1351,False
569,Product_00569,Industrial,Machinery Components,2.08,0.1291,False
570,Product_00570,Apparel,Womenswear,1.02,0.0772,False
571,Product_00571,Apparel,Womenswear,2.49,0.0972,False
572,Product_00572,Pharma,Medical Equipment,3.75,0.0721,False
573,Product_00573,Apparel,Womenswear,2.09,0.0457,False
574,Product_00574,Pharma,Medicines,12.59,0.0794,True
575,Product_00575,Electronics,Home Appliances,1.29,0.0143,True
576,Product_00576,Furniture,Office Furniture,1.28,0.2162,False
577,Product_00577,Industrial,Spare Parts,2.41,0.0954,False
578,Product_00578,Industrial,Machinery Components,11.61,0.1149,False
579,Product_00579,Industrial,Spare Parts,5.51,0.0474,False
580,Product_00580,Industrial,Spare Parts,2.03,0.0948,True
581,Product_00581,Apparel,Footwear,2.03,0.1066,False
582,Product_00582,Industrial,Spare Parts,1.24,0.0695,False
583,Product_00583,Industrial,Spare Parts,2.35,0.0724,False
584,Product_00584,Grocery,Packaged Food,2.77,0.0266,False
585,Product_00585,Apparel,Menswear,5.33,0.2632,False
586,Product_00586,Electronics,Mobile Phones,4.55,0.0468,True
587,Product_00587,Grocery,Household Supplies,2.28,0.052,False
588,Product_00588,Furniture,Office Furniture,8.83,0.2254,False
589,Product_00589,Apparel,Menswear,1.8,0.1188,False
590,Product_00590,Apparel,Menswear,0.78,0.1359,False
591,Product_00591,Grocery,Beverages,3.89,0.025,False
592,Product_00592,Electronics,Mobile Phones,6.81,0.0939,False
593,Product_00593,Industrial,Spare Parts,3.15,0.0252,False
594,Product_00594,Apparel,Womenswear,0.98,0.0412,False
595,Product_00595,Electronics,Accessories,3.65,0.2883,True
596,Product_00596,Electronics,Accessories,4.01,0.0348,True
597,Product_00597,Industrial,Spare Parts,4.33,0.1315,False
598,Product_00598,Industrial,Spare Parts,3.71,0.0378,False
599,Product_00599,Electronics,Laptops,7.44,0.042,False
600,Product_00600,Electronics,Accessories,1.21,0.4045,False
601,Product_00601,Apparel,Menswear,0.06,0.0775,False
602,Product_00602,Electronics,Mobile Phones,0.46,0.0232,True
603,Product_00603,Furniture,Home Furniture,0.96,0.1353,False
604,Product_00604,Electronics,Home Appliances,6.0,0.1888,False
605,Product_00605,Grocery,Beverages,2.49,0.144,False
606,Product_00606,Apparel,Footwear,9.31,0.0724,False
607,Product_00607,Grocery,Packaged Food,1.12,0.0743,False
608,Product_00608,Apparel,Menswear,9.18,0.0546,False
609,Product_00609,Electronics,Laptops,1.48,0.0312,False
610,Product_00610,Electronics,Mobile Phones,2.76,0.1052,True
611,Product_00611,Electronics,Accessories,0.58,0.0697,False
612,Product_00612,Electronics,Mobile Phones,8.36,0.0256,False
613,Product_00613,Industrial,Spare Parts,3.07,0.0789,False
614,Product_00614,Apparel,Womenswear,12.97,0.047,False
615,Product_00615,Apparel,Footwear,7.03,0.1013,False
616,Product_00616,Electronics,Home Appliances,2.71,0.0942,False
617,Product_00617,Pharma,Medical Equipment,1.71,0.0623,True
618,Product_00618,Industrial,Spare Parts,6.19,0.0818,False
619,Product_00619,Pharma,Medical Equipment,3.33,0.0871,True
620,Product_00620,Grocery,Packaged Food,1.63,0.1566,False
621,Product_00621,Pharma,Medical Equipment,3.53,0.0795,True
622,Product_00622,Apparel,Womenswear,0.37,0.0557,False
623,Product_00623,Industrial,Spare Parts,4.39,0.0673,True
624,Product_00624,Pharma,Medical Equipment,5.03,0.2503,True
625,Product_00625,Electronics,Accessories,1.08,0.039,True
626,Product_00626,Grocery,Household Supplies,7.58,0.0707,False
627,Product_00627,Apparel,Womenswear,6.5,0.0699,False
628,Product_00628,Electronics,Laptops,4.09,0.0722,False
629,Product_00629,Pharma,Medical Equipment,1.38,0.0302,True
630,Product_00630,Electronics,Laptops,5.25,0.067,False
631,Product_00631,Furniture,Home Furniture,2.38,0.0535,False
632,Product_00632,Industrial,Machinery Components,3.78,0.1009,True
633,Product_00633,Grocery,Beverages,5.61,0.172,True
634,Product_00634,Apparel,Womenswear,0.8,0.1066,False
635,Product_00635,Grocery,Household Supplies,0.55,0.0895,False
636,Product_00636,Pharma,Medical Equipment,2.18,0.1142,False
637,Product_00637,Electronics,Accessories,11.52,0.0956,True
638,Product_00638,Apparel,Menswear,13.33,0.0813,False
639,Product_00639,Grocery,Packaged Food,4.31,0.1526,False
640,Product_00640,Industrial,Machinery Components,6.63,0.0656,False
641,Product_00641,Apparel,Womenswear,3.18,0.0298,False
642,Product_00642,Apparel,Menswear,3.53,0.052,False
643,Product_00643,Industrial,Machinery Components,2.76,0.0466,False
644,Product_00644,Electronics,Home Appliances,7.2,0.2951,False
645,Product_00645,Electronics,Accessories,9.38,0.1788,True
646,Product_00646,Grocery,Packaged Food,3.46,0.0903,False
647,Product_00647,Electronics,Home Appliances,3.52,0.0476,False
648,Product_00648,Electronics,Accessories,2.88,0.1516,False
649,Product_00649,Grocery,Packaged Food,9.54,0.0878,False
650,Product_00650,Furniture,Home Furniture,6.05,0.0657,False
651,Product_00651,Grocery,Packaged Food,1.35,0.0883,True
652,Product_00652,Apparel,Womenswear,11.29,0.0671,False
653,Product_00653,Grocery,Beverages,0.2,0.1132,False
654,Product_00654,Grocery,Beverages,8.9,0.0273,False
655,Product_00655,Pharma,Medical Equipment,6.8,0.1127,True
656,Product_00656,Pharma,Medical Equipment,3.47,0.067,True
657,Product_00657,Furniture,Office Furniture,3.41,0.1538,True
658,Product_00658,Industrial,Spare Parts,3.0,0.1816,True
659,Product_00659,Pharma,Medicines,1.41,0.208,True
660,Product_00660,Electronics,Laptops,10.69,0.3094,False
661,Product_00661,Industrial,Machinery Components,3.33,0.2033,False
662,Product_00662,Industrial,Machinery Components,1.39,0.1506,False
663,Product_00663,Apparel,Footwear,10.25,0.031,False
664,Product_00664,Electronics,Laptops,4.68,0.0074,True
665,Product_00665,Grocery,Household Supplies,4.89,0.1646,False
666,Product_00666,Apparel,Womenswear,11.84,0.041,False
667,Product_00667,Furniture,Home Furniture,5.39,0.4504,True
668,Product_00668,Grocery,Beverages,1.95,0.0207,False
669,Product_00669,Electronics,Mobile Phones,5.39,0.1463,False
670,Product_00670,Electronics,Mobile Phones,1.54,0.0954,False
671,Product_00671,Industrial,Machinery Components,2.29,0.0231,False
672,Product_00672,Electronics,Laptops,4.21,0.095,True
673,Product_00673,Furniture,Home Furniture,6.56,0.0455,False
674,Product_00674,Apparel,Footwear,2.05,0.0777,False
675,Product_00675,Grocery,Packaged Food,2.93,0.0785,False
676,Product_00676,Grocery,Beverages,2.9,0.046,False
677,Product_00677,Apparel,Footwear,7.37,0.0625,False
678,Product_00678,Furniture,Home Furniture,3.4,0.0424,False
679,Product_00679,Furniture,Home Furniture,11.18,0.0149,True
680,Product_00680,Electronics,Accessories,2.29,0.0893,True
681,Product_00681,Apparel,Womenswear,2.13,0.2026,False
682,Product_00682,Furniture,Home Furniture,8.79,0.0445,False
683,Product_00683,Furniture,Home Furniture,5.07,0.2713,False
684,Product_00684,Grocery,Household Supplies,8.57,0.3085,False
685,Product_00685,Pharma,Medical Equipment,1.05,0.0584,True
686,Product_00686,Electronics,Accessories,3.34,0.0697,False
687,Product_00687,Electronics,Accessories,4.21,0.0593,True
688,Product_00688,Furniture,Home Furniture,3.99,0.0314,False
689,Product_00689,Furniture,Office Furniture,2.96,0.07,False
690,Product_00690,Pharma,Medicines,3.93,0.064,True
691,Product_00691,Electronics,Laptops,4.09,0.0881,True
692,Product_00692,Grocery,Beverages,2.08,0.0917,False
693,Product_00693,Furniture,Office Furniture,7.16,0.0293,False
694,Product_00694,Electronics,Laptops,10.34,0.1266,False
695,Product_00695,Grocery,Packaged Food,5.72,0.0694,False
696,Product_00696,Grocery,Packaged Food,4.57,0.0347,False
697,Product_00697,Electronics,Home Appliances,3.17,0.0681,True
698,Product_00698,Apparel,Womenswear,4.18,0.0943,False
699,Product_00699,Electronics,Accessories,4.5,0.228,False
700,Product_00700,Industrial,Spare Parts,1.42,0.2042,False
701,Product_00701,Electronics,Laptops,6.92,0.0545,False
702,Product_00702,Electronics,Accessories,2.42,0.073,True
703,Product_00703,Electronics,Laptops,9.11,0.0413,True
704,Product_00704,Electronics,Accessories,3.83,0.1056,True
705,Product_00705,Electronics,Laptops,7.0,0.0569,False
706,Product_00706,Grocery,Beverages,5.66,0.0712,False
707,Product_00707,Electronics,Mobile Phones,1.06,0.1686,False
708,Product_00708,Apparel,Footwear,8.56,0.0292,False
709,Product_00709,Electronics,Laptops,1.78,0.2045,True
710,Product_00710,Apparel,Womenswear,2.29,0.1132,False
711,Product_00711,Electronics,Mobile Phones,2.46,0.1981,False
712,Product_00712,Grocery,Packaged Food,0.7,0.1404,False
713,Product_00713,Furniture,Home Furniture,3.96,0.1584,False
714,Product_00714,Furniture,Office Furniture,7.31,0.0849,False
715,Product_00715,Electronics,Home Appliances,8.96,0.0339,False
716,Product_00716,Industrial,Spare Parts,2.96,0.0512,True
717,Product_00717,Furniture,Office Furniture,3.38,0.0434,False
718,Product_00718,Electronics,Accessories,5.94,0.0113,False
719,Product_00719,Apparel,Womenswear,3.03,0.1684,False
720,Product_00720,Pharma,Medical Equipment,7.76,0.0778,True
721,Product_00721,Apparel,Womenswear,3.25,0.0405,False
722,Product_00722,Apparel,Womenswear,1.57,0.3007,False
723,Product_00723,Grocery,Packaged Food,4.04,0.3874,False
724,Product_00724,Electronics,Mobile Phones,0.85,0.0259,True
725,Product_00725,Industrial,Machinery Components,4.0,0.07,False
726,Product_00726,Electronics,Home Appliances,4.58,0.0665,False
727,Product_00727,Electronics,Mobile Phones,1.79,0.0378,True
728,Product_00728,Electronics,Mobile Phones,4.45,0.1657,False
729,Product_00729,Apparel,Womenswear,2.75,0.0114,False
730,Product_00730,Industrial,Machinery Components,1.73,0.2511,False
731,Product_00731,Pharma,Medicines,0.73,0.0876,True
732,Product_00732,Industrial,Spare Parts,0.96,0.2844,False
733,Product_00733,Grocery,Packaged Food,9.75,0.0822,False
734,Product_00734,Apparel,Menswear,2.66,0.0663,False
735,Product_00735,Apparel,Footwear,4.5,0.1748,False
736,Product_00736,Electronics,Accessories,2.94,0.2832,True
737,Product_00737,Industrial,Spare Parts,9.91,0.2533,False
738,Product_00738,Grocery,Packaged Food,1.73,0.0176,True
739,Product_00739,Grocery,Packaged Food,3.61,0.2105,False
740,Product_00740,Grocery,Household Supplies,2.27,0.0637,False
741,Product_00741,Pharma,Medical Equipment,6.95,0.0758,False
742,Product_00742,Electronics,Laptops,4.47,0.0626,False
743,Product_00743,Furniture,Home Furniture,3.51,0.0512,True
744,Product_00744,Furniture,Home Furniture,1.09,0.0706,False
745,Product_00745,Pharma,Medical Equipment,12.92,0.0365,True
746,Product_00746,Electronics,Accessories,3.01,0.2114,False
747,Product_00747,Electronics,Home Appliances,1.48,0.1391,False
748,Product_00748,Grocery,Beverages,0.74,0.1002,False
749,Product_00749,Industrial,Spare Parts,0.92,0.0626,False
750,Product_00750,Industrial,Spare Parts,3.48,0.054,False
751,Product_00751,Grocery,Packaged Food,7.02,0.1165,False
752,Product_00752,Electronics,Laptops,4.25,0.1026,False
753,Product_00753,Electronics,Accessories,0.78,0.1832,True
754,Product_00754,Grocery,Household Supplies,3.47,0.0548,False
755,Product_00755,Electronics,Mobile Phones,8.51,0.0506,False
756,Product_00756,Grocery,Packaged Food,2.58,0.135,False
757,Product_00757,Pharma,Medicines,4.26,0.1555,False
758,Product_00758,Apparel,Menswear,2.67,0.3684,False
759,Product_00759,Apparel,Footwear,4.97,0.0167,False
760,Product_00760,Electronics,Mobile Phones,1.71,0.2193,True
761,Product_00761,Apparel,Menswear,0.03,0.094,False
762,Product_00762,Furniture,Office Furniture,1.16,0.0574,False
763,Product_00763,Apparel,Womenswear,2.32,0.1176,False
764,Product_00764,Electronics,Home Appliances,3.21,0.1147,True
765,Product_00765,Electronics,Home Appliances,2.4,0.0588,False
766,Product_00766,Electronics,Accessories,2.36,0.0181,False
767,Product_00767,Furniture,Office Furniture,7.06,0.2198,False
768,Product_00768,Grocery,Packaged Food,1.35,0.0469,False
769,Product_00769,Grocery,Beverages,3.49,0.041,False
770,Product_00770,Grocery,Household Supplies,0.84,0.0508,False
771,Product_00771,Electronics,Accessories,5.72,0.1502,True
772,Product_00772,Grocery,Household Supplies,4.17,0.0646,False
773,Product_00773,Electronics,Home Appliances,12.76,0.0516,False
774,Product_00774,Industrial,Spare Parts,1.3,0.1121,True
775,Product_00775,Electronics,Laptops,10.23,0.1008,False
776,Product_00776,Apparel,Womenswear,1.47,0.0526,False
777,Product_00777,Electronics,Laptops,2.56,0.0177,False
778,Product_00778,Pharma,Medical Equipment,0.99,0.1479,False
779,Product_00779,Electronics,Mobile Phones,12.65,0.1022,False
780,Product_00780,Industrial,Spare Parts,4.65,0.0121,False
781,Product_00781,Electronics,Laptops,4.69,0.2412,False
782,Product_00782,Pharma,Medical Equipment,1.6,0.0115,False
783,Product_00783,Furniture,Office Furniture,0.24,0.0438,True
784,Product_00784,Electronics,Mobile Phones,2.48,0.0463,True
785,Product_00785,Electronics,Mobile Phones,2.1,0.0532,False
786,Product_00786,Apparel,Menswear,0.5,0.0518,False
787,Product_00787,Pharma,Medical Equipment,2.62,0.0282,False
788,Product_00788,Industrial,Machinery Components,3.5,0.0952,False
789,Product_00789,Electronics,Home Appliances,4.88,0.1653,False
790,Product_00790,Apparel,Menswear,0.29,0.0942,False
791,Product_00791,Electronics,Home Appliances,1.06,0.1064,False
792,Product_00792,Electronics,Accessories,1.65,0.0658,False
793,Product_00793,Grocery,Household Supplies,7.28,0.0915,False
794,Product_00794,Apparel,Womenswear,7.19,0.1122,False
795,Product_00795,Electronics,Accessories,4.46,0.1391,True
796,Product_00796,Industrial,Machinery Components,2.58,0.0484,False
797,Product_00797,Furniture,Home Furniture,7.6,0.0433,False
798,Product_00798,Pharma,Medicines,4.07,0.0076,True
799,Product_00799,Electronics,Mobile Phones,7.3,0.2884,True
800,Product_00800,Industrial,Machinery Components,4.62,0.2765,False
