EmployeeID,WarehouseID,Role,ExperienceYears,ShiftType
720,13,Driver Coordinator,5.2,Day
721,30,Warehouse Associate,3.1,Day
722,9,Driver Coordinator,12.1,Rotational
723,27,Dispatch Coordinator,6.0,Rotational
724,13,Warehouse Associate,4.3,Night
725,3,Dispatch Coordinator,2.5,Rotational
726,1,Warehouse Associate,9.1,Day
727,30,Supervisor,2.7,Day
728,20,Warehouse Associate,1.7,Day
729,5,Driver Coordinator,3.2,Day
730,30,Warehouse Associate,3.7,Rotational
731,2,Warehouse Associate,6.3,Rotational
732,11,Warehouse Associate,1.7,Day
733,23,Loader,1.9,Day
734,2,Loader,2.0,Rotational
735,28,Driver Coordinator,3.1,Night
736,21,Dispatch Coordinator,1.3,Day
737,29,Warehouse Associate,8.1,Day
738,26,Supervisor,0.7,Day
739,25,Loader,9.3,Day
740,7,Supervisor,5.9,Day
741,7,Dispatch Coordinator,1.6,Night
742,8,Loader,2.9,Day
743,5,Warehouse Associate,1.8,Night
744,20,Driver Coordinator,6.0,Day
745,2,Warehouse Associate,8.6,Day
746,13,Supervisor,19.5,Day
747,18,Warehouse Associate,4.9,Rotational
748,17,Supervisor,0.7,Rotational
749,15,Driver Coordinator,1.5,Day
750,7,Driver Coordinator,4.8,Day
751,4,Dispatch Coordinator,3.0,Night
752,30,Dispatch Coordinator,5.9,Day
753,14,Supervisor,4.3,Night
754,18,Loader,1.6,Rotational
755,18,Loader,2.6,Day
756,12,Warehouse Associate,6.1,Night
757,22,Dispatch Coordinator,4.5,Night
758,12,Dispatch Coordinator,5.9,Night
759,13,Loader,1.0,Day
760,25,Warehouse Associate,1.7,Night
761,10,Dispatch Coordinator,7.7,Day
762,21,Supervisor,1.1,Night
763,20,Loader,5.7,Night
764,1,Driver Coordinator,0.9,Day
765,21,Warehouse Associate,3.7,Rotational
766,25,Dispatch Coordinator,2.3,Rotational
767,9,Loader,1.6,Night
768,28,Dispatch Coordinator,3.9,Rotational
769,1,Loader,7.4,Rotational
770,6,Warehouse Associate,1.9,Day
771,29,Loader,0.4,Night
772,26,Warehouse Associate,3.1,Night
773,23,Loader,1.6,Night
774,19,Supervisor,6.1,Rotational
775,7,Warehouse Associate,2.3,Day
776,15,Dispatch Coordinator,2.0,Day
777,17,Dispatch Coordinator,2.5,Day
778,3,Loader,7.4,Rotational
779,18,Warehouse Associate,4.7,Day
780,3,Dispatch Coordinator,1.3,Day
781,4,Supervisor,1.0,Day
782,6,Loader,9.2,Night
783,6,Loader,1.9,Day
784,3,Dispatch Coordinator,7.6,Day
785,29,Driver Coordinator,3.0,Day
786,25,Warehouse Associate,1.7,Day
787,16,Warehouse Associate,1.8,Day
788,12,Loader,3.1,Day
789,6,Dispatch Coordinator,0.3,Night
790,29,Loader,1.8,Day
791,24,Warehouse Associate,11.5,Day
792,23,Warehouse Associate,13.8,Night
793,15,Loader,1.9,Day
794,1,Warehouse Associate,5.4,Day
795,20,Loader,4.6,Day
796,15,Loader,1.2,Day
797,9,Warehouse Associate,5.5,Night
798,10,Loader,2.5,Rotational
799,2,Driver Coordinator,3.6,Day
800,27,Supervisor,6.3,Night
801,5,Warehouse Associate,2.6,Rotational
802,25,Loader,2.6,Day
803,30,Driver Coordinator,5.1,Rotational
804,2,Loader,7.7,Night
805,19,Warehouse Associate,4.9,Night
806,3,Warehouse Associate,2.7,Rotational
807,25,Loader,7.2,Day
808,16,Supervisor,4.4,Rotational
809,1,Driver Coordinator,8.9,Day
810,24,Driver Coordinator,10.5,Night
811,23,Dispatch Coordinator,4.8,Day
812,28,Loader,8.4,Day
813,15,Warehouse Associate,8.6,Day
814,28,Warehouse Associate,3.2,Rotational
815,20,Warehouse Associate,8.6,Night
816,16,Driver Coordinator,3.7,Rotational
817,11,Warehouse Associate,5.9,Day
818,9,Dispatch Coordinator,3.4,Day
819,19,Dispatch Coordinator,0.8,Day
820,23,Dispatch Coordinator,12.6,Day
821,2,Loader,5.7,Day
822,13,Warehouse Associate,6.1,Rotational
823,2,Dispatch Coordinator,4.0,Rotational
824,12,Dispatch Coordinator,8.6,Day
825,24,Supervisor,3.2,Day
826,21,Loader,3.3,Night
827,4,Supervisor,1.4,Night
828,22,Dispatch Coordinator,4.3,Night
829,1,Warehouse Associate,8.3,Night
830,1,Dispatch Coordinator,3.2,Day
831,28,Driver Coordinator,1.2,Day
832,1,Warehouse Associate,7.1,Rotational
833,8,Warehouse Associate,5.1,Night
834,4,Driver Coordinator,11.6,Rotational
835,18,Driver Coordinator,1.8,Day
836,16,Warehouse Associate,5.7,Night
837,26,Supervisor,1.1,Day
838,30,Dispatch Coordinator,3.5,Rotational
839,23,Dispatch Coordinator,4.0,Day
840,15,Dispatch Coordinator,0.8,Night
841,2,Driver Coordinator,7.9,Day
842,28,Warehouse Associate,6.4,Day
843,17,Supervisor,5.1,Day
844,7,Warehouse Associate,1.2,Night
845,17,Loader,2.0,Rotational
846,12,Loader,7.0,Rotational
847,11,Supervisor,3.5,Night
848,14,Driver Coordinator,2.9,Night
849,23,Supervisor,8.4,Rotational
850,5,Loader,3.9,Day
851,29,Warehouse Associate,1.3,Rotational
852,2,Driver Coordinator,6.9,Rotational
853,5,Dispatch Coordinator,1.2,Night
854,21,Dispatch Coordinator,3.5,Day
855,5,Loader,4.4,Day
856,24,Dispatch Coordinator,5.9,Day
857,23,Loader,0.9,Rotational
858,13,Dispatch Coordinator,0.3,Night
859,14,Warehouse Associate,0.3,Night
860,30,Driver Coordinator,9.2,Day
861,24,Driver Coordinator,0.8,Rotational
862,19,Dispatch Coordinator,10.8,Day
863,5,Driver Coordinator,7.4,Day
864,18,Dispatch Coordinator,1.6,Night
865,2,Dispatch Coordinator,0.4,Day
866,8,Driver Coordinator,3.7,Day
867,21,Loader,2.3,Day
868,13,Supervisor,8.5,Day
869,30,Dispatch Coordinator,4.3,Rotational
870,29,Dispatch Coordinator,3.5,Rotational
871,3,Warehouse Associate,3.0,Rotational
872,27,Driver Coordinator,5.9,Rotational
873,26,Warehouse Associate,3.3,Day
874,4,Dispatch Coordinator,12.3,Day
875,12,Warehouse Associate,0.7,Night
876,29,Loader,2.7,Day
877,1,Dispatch Coordinator,5.3,Rotational
878,2,Supervisor,4.8,Day
879,16,Loader,12.2,Night
880,29,Warehouse Associate,1.9,Night
881,9,Warehouse Associate,0.1,Rotational
882,24,Warehouse Associate,7.0,Night
883,21,Loader,4.2,Night
884,5,Supervisor,7.1,Day
885,9,Dispatch Coordinator,4.6,Night
886,19,Loader,0.2,Night
887,15,Warehouse Associate,4.8,Night
888,8,Driver Coordinator,1.9,Rotational
889,7,Driver Coordinator,2.7,Day
890,17,Supervisor,3.2,Day
891,25,Warehouse Associate,1.2,Rotational
892,13,Dispatch Coordinator,1.8,Day
893,28,Driver Coordinator,6.2,Night
894,21,Warehouse Associate,6.2,Night
895,13,Loader,0.6,Rotational
896,22,Driver Coordinator,4.2,Day
897,14,Supervisor,6.7,Day
898,23,Loader,3.9,Rotational
899,30,Loader,4.4,Night
900,24,Driver Coordinator,0.7,Night
