CustomerID,CustomerName,Segment,LocationID,RegistrationDate,CustomerTier
519,Customer_00519,Retail,5,2018-03-30,Bronze
520,Customer_00520,SME,2,2018-03-05,Bronze
521,Customer_00521,SME,1,2020-09-05,Platinum
522,Customer_00522,Retail,2,2019-12-11,Silver
523,Customer_00523,Retail,4,2018-06-18,Bronze
524,Customer_00524,Wholesale,18,2019-12-08,Bronze
525,Customer_00525,Retail,8,2020-01-11,Bronze
526,Customer_00526,Retail,2,2018-03-21,Platinum
527,Customer_00527,SME,1,2018-08-07,Bronze
528,Customer_00528,SME,12,2019-12-03,Bronze
529,Customer_00529,Enterprise,22,2021-05-04,Silver
530,Customer_00530,Retail,9,2020-03-15,Bronze
531,Customer_00531,Wholesale,2,2019-03-24,Bronze
532,Customer_00532,Enterprise,6,2020-11-19,Platinum
533,Customer_00533,Retail,13,2019-10-19,Gold
534,Customer_00534,Wholesale,5,2019-04-19,Bronze
535,Customer_00535,Retail,25,2021-08-27,Silver
536,Customer_00536,Retail,20,2019-08-31,Bronze
537,Customer_00537,Wholesale,9,2018-12-22,Bronze
538,Customer_00538,Retail,24,2021-02-14,Silver
539,Customer_00539,Retail,9,2019-10-02,Silver
540,Customer_00540,SME,4,2019-02-02,Gold
541,Customer_00541,SME,24,2021-10-27,Gold
542,Customer_00542,Wholesale,24,2019-05-11,Bronze
543,Customer_00543,SME,8,2020-12-08,Platinum
544,Customer_00544,SME,15,2020-05-15,Silver
545,Customer_00545,Retail,5,2019-05-05,Bronze
546,Customer_00546,Retail,17,2021-12-26,Gold
547,Customer_00547,Retail,18,2021-12-07,Bronze
548,Customer_00548,Retail,18,2020-03-03,Silver
549,Customer_00549,Enterprise,15,2018-02-07,Gold
550,Customer_00550,Retail,18,2021-12-23,Bronze
551,Customer_00551,Retail,14,2018-10-06,Gold
552,Customer_00552,Retail,21,2021-09-11,Bronze
553,Customer_00553,Retail,5,2019-12-30,Gold
554,Customer_00554,SME,13,2020-03-27,Bronze
555,Customer_00555,Retail,11,2020-01-30,Bronze
556,Customer_00556,Retail,14,2021-09-01,Silver
557,Customer_00557,Retail,4,2018-11-28,Gold
558,Customer_00558,Retail,9,2020-11-14,Bronze
559,Customer_00559,Wholesale,24,2018-11-02,Gold
560,Customer_00560,Retail,3,2019-04-24,Bronze
561,Customer_00561,Retail,16,2019-09-28,Silver
562,Customer_00562,Retail,17,2020-09-26,Silver
563,Customer_00563,SME,12,2019-04-29,Bronze
564,Customer_00564,Wholesale,1,2017-11-27,Platinum
565,Customer_00565,Wholesale,1,2018-03-19,Silver
566,Customer_00566,Wholesale,7,2018-03-29,Silver
567,Customer_00567,Enterprise,3,2021-02-06,Silver
568,Customer_00568,Retail,3,2019-08-08,Silver
569,Customer_00569,Retail,5,2020-05-15,Silver
570,Customer_00570,Wholesale,5,2018-01-12,Gold
571,Customer_00571,Retail,21,2018-02-06,Silver
572,Customer_00572,SME,16,2018-06-09,Silver
573,Customer_00573,Retail,1,2021-05-02,Silver
574,Customer_00574,Enterprise,16,2020-09-10,Silver
575,Customer_00575,SME,4,2019-01-31,Silver
576,Customer_00576,Wholesale,11,2018-12-04,Silver
577,Customer_00577,SME,1,2020-07-25,Silver
578,Customer_00578,Wholesale,3,2021-06-10,Gold
579,Customer_00579,SME,4,2021-06-10,Platinum
580,Customer_00580,Retail,11,2019-03-12,Platinum
581,Customer_00581,Retail,12,2020-02-20,Gold
582,Customer_00582,Wholesale,9,2019-12-27,Silver
583,Customer_00583,Retail,16,2018-08-27,Gold
584,Customer_00584,Retail,19,2021-12-07,Bronze
585,Customer_00585,SME,19,2018-11-27,Silver
586,Customer_00586,Wholesale,15,2020-11-16,Bronze
587,Customer_00587,Retail,14,2018-03-07,Bronze
588,Customer_00588,Retail,13,2018-01-29,Platinum
589,Customer_00589,Retail,6,2019-12-10,Gold
590,Customer_00590,Retail,13,2020-09-15,Silver
591,Customer_00591,SME,1,2021-01-17,Bronze
592,Customer_00592,Retail,25,2021-04-04,Silver
593,Customer_00593,Retail,10,2017-11-25,Silver
594,Customer_00594,Wholesale,19,2021-03-26,Gold
595,Customer_00595,retail,24,2020-03-03,Platinum
596,Customer_00596,Retail,13,2020-01-14,Bronze
597,Customer_00597,Enterprise,22,2019-03-20,Bronze
598,Customer_00598,Wholesale,12,2018-07-18,Bronze
599,Customer_00599,SME,4,2019-09-18,Bronze
600,Customer_00600,Wholesale,1,2018-11-21,Silver
601,Customer_00601,Retail,4,2019-09-04,Bronze
602,Customer_00602,Enterprise,24,2020-03-17,Bronze
603,Customer_00603,SME,12,2021-05-10,Bronze
604,Customer_00604,Enterprise,8,2021-02-22,Bronze
605,Customer_00605,SME,12,2020-03-24,Gold
606,Customer_00606,Enterprise,7,2021-10-24,Bronze
607,Customer_00607,SME,22,2020-09-14,Gold
608,Customer_00608,Retail,25,2020-02-08,Bronze
609,Customer_00609,Enterprise,3,2020-01-24,Bronze
610,Customer_00610,Retail,18,2018-08-28,Bronze
611,Customer_00611,Wholesale,9,2018-01-11,Gold
612,Customer_00612,Wholesale,2,2019-01-03,Bronze
613,Customer_00613,SME,24,2021-09-04,Silver
614,Customer_00614,SME,2,2020-04-29,Bronze
615,Customer_00615,Retail,6,2019-01-03,Platinum
616,Customer_00616,Enterprise,1,2019-07-24,Bronze
617,Customer_00617,Enterprise,12,2020-02-15,Silver
618,Customer_00618,Retail,15,2020-03-18,Gold
619,Customer_00619,Retail,9,2020-05-03,Bronze
620,Customer_00620,Retail,2,2019-08-17,Bronze
621,Customer_00621,Enterprise,3,2021-04-08,Gold
622,Customer_00622,Retail,24,2019-11-17,Bronze
623,Customer_00623,SME,21,2021-02-27,Bronze
624,Customer_00624,Retail,24,2019-03-17,Silver
625,Customer_00625,SME,14,2018-06-14,Bronze
626,Customer_00626,Retail,14,2019-12-02,Platinum
627,Customer_00627,Enterprise,20,2020-05-30,Silver
628,Customer_00628,Retail,16,2018-02-21,Silver
629,Customer_00629,Wholesale,11,2019-04-18,Bronze
630,Customer_00630,SME,8,2020-03-30,Silver
631,Customer_00631,SME,13,2021-11-19,Silver
632,Customer_00632,SME,2,2021-12-09,Bronze
633,Customer_00633,retail,5,2021-02-03,Gold
634,Customer_00634,Retail,19,2021-01-12,Silver
635,Customer_00635,Retail,22,2019-01-15,Gold
636,Customer_00636,Retail,3,2019-12-13,Bronze
637,Customer_00637,Wholesale,3,2017-11-24,Bronze
638,Customer_00638,enterprise,3,2019-10-14,Gold
639,Customer_00639,Enterprise,20,2018-04-18,Gold
640,Customer_00640,SME,8,2019-09-26,Silver
641,Customer_00641,Enterprise,9,2020-07-13,Bronze
642,Customer_00642,SME,1,2019-01-26,Gold
643,Customer_00643,Retail,25,2020-02-27,Bronze
644,Customer_00644,Retail,11,2020-11-16,Bronze
645,Customer_00645,wholesale,20,2020-01-23,Silver
646,Customer_00646,SME,18,2019-04-10,Bronze
647,Customer_00647,Retail,4,2020-06-17,Bronze
648,Customer_00648,Wholesale,21,2019-02-10,Bronze
649,Customer_00649,Wholesale,14,2017-12-22,Platinum
650,Customer_00650,Retail,16,2020-04-25,Bronze
651,Customer_00651,Retail,6,2020-10-16,Silver
652,Customer_00652,SME,22,2020-05-08,Platinum
653,Customer_00653,Wholesale,24,2018-07-24,Silver
654,Customer_00654,retail,11,2021-04-08,Silver
655,Customer_00655,SME,3,2018-01-02,Silver
656,Customer_00656,Retail,22,2020-04-21,Silver
657,Customer_00657,SME,23,2018-07-19,Silver
658,Customer_00658,Retail,13,2018-10-09,Platinum
659,Customer_00659,Wholesale,15,2018-10-14,Gold
660,Customer_00660,Retail,6,2018-04-09,Silver
661,Customer_00661,Retail,2,2021-03-30,Bronze
662,Customer_00662,SME,24,2019-07-26,Gold
663,Customer_00663,Retail,13,2021-08-06,Bronze
664,Customer_00664,Retail,7,2020-10-09,Gold
665,Customer_00665,Retail,18,2021-11-02,Bronze
666,Customer_00666,Enterprise,1,2019-03-15,Gold
667,Customer_00667,SME,2,2019-07-05,Gold
668,Customer_00668,SME,7,2018-12-18,Silver
669,Customer_00669,Retail,12,2021-04-12,Bronze
670,Customer_00670,Retail,10,2020-08-21,Gold
671,Customer_00671,Retail,5,2019-03-24,Silver
672,Customer_00672,Wholesale,9,2018-08-11,Bronze
673,Customer_00673,SME,9,2018-05-14,Silver
674,Customer_00674,Enterprise,14,2021-09-13,Silver
675,Customer_00675,Wholesale,15,2020-05-08,Silver
676,Customer_00676,Retail,23,2021-12-16,Bronze
677,Customer_00677,SME,21,2018-08-23,Silver
678,Customer_00678,Retail,8,2021-07-01,Gold
679,Customer_00679,Retail,23,2018-08-17,Bronze
680,Customer_00680,Retail,14,2021-05-12,Silver
681,Customer_00681,Retail,5,2021-12-09,Silver
682,Customer_00682,Retail,9,2018-05-24,Gold
683,Customer_00683,Retail,19,2020-03-14,Silver
684,Customer_00684,Retail,21,2020-04-04,Gold
685,Customer_00685,Wholesale,10,2019-05-07,Bronze
686,Customer_00686,Retail,4,2020-11-15,Silver
687,Customer_00687,Retail,5,2019-03-02,Platinum
688,Customer_00688,SME,3,2020-03-29,Gold
689,Customer_00689,Enterprise,18,2020-11-19,Silver
690,Customer_00690,Wholesale,13,2020-05-19,Silver
691,Customer_00691,Retail,12,2021-12-23,Silver
692,Customer_00692,SME,17,2020-10-06,Bronze
693,Customer_00693,Retail,21,2019-07-29,Gold
694,Customer_00694,Retail,20,2021-06-09,Gold
695,Customer_00695,SME,4,2021-07-08,Silver
696,Customer_00696,Wholesale,15,2019-04-24,Bronze
697,Customer_00697,Enterprise,23,2020-03-30,Bronze
698,Customer_00698,Wholesale,20,2021-06-11,Bronze
699,Customer_00699,Wholesale,9,2018-12-07,Gold
700,Customer_00700,Retail,10,2018-10-26,Silver
701,Customer_00701,Retail,23,2021-11-10,Bronze
702,Customer_00702,Retail,1,2021-03-05,Silver
703,Customer_00703,Retail,14,2020-06-25,Platinum
704,Customer_00704,SME,3,2018-12-31,Bronze
705,Customer_00705,Retail,23,2021-09-12,Silver
706,Customer_00706,Wholesale,1,2018-09-11,Silver
707,Customer_00707,Enterprise,1,2020-09-09,Bronze
708,Customer_00708,Enterprise,9,2021-06-28,Silver
709,Customer_00709,Retail,6,2018-06-16,Silver
710,Customer_00710,Retail,13,2021-08-24,Bronze
711,Customer_00711,SME,8,2021-06-21,Bronze
712,Customer_00712,Wholesale,9,2018-02-07,Gold
713,Customer_00713,SME,15,2019-11-14,Bronze
714,Customer_00714,SME,15,2020-02-07,Silver
715,Customer_00715,Enterprise,24,2019-03-07,Silver
716,Customer_00716,Retail,13,2019-06-01,Gold
717,Customer_00717,Wholesale,15,2019-06-26,Gold
718,Customer_00718,retail,17,2021-11-28,Gold
719,Customer_00719,Wholesale,5,2019-09-27,Silver
720,Customer_00720,SME,17,2020-11-09,Silver
721,Customer_00721,Wholesale,22,2018-09-08,Silver
722,Customer_00722,Retail,8,2019-12-05,Silver
723,Customer_00723,Retail,5,2021-06-30,Silver
724,Customer_00724,SME,9,2018-05-13,Bronze
725,Customer_00725,Retail,7,2020-11-01,Silver
726,Customer_00726,Retail,15,2020-11-20,Silver
727,Customer_00727,Retail,22,2018-02-27,Bronze
728,Customer_00728,Retail,15,2018-10-27,Bronze
729,Customer_00729,Retail,4,2018-06-22,Gold
730,Customer_00730,Wholesale,8,2019-04-14,Silver
731,Customer_00731,Retail,18,2018-04-07,Gold
732,Customer_00732,Retail,9,2021-07-13,Silver
733,Customer_00733,Retail,15,2019-07-17,Gold
734,Customer_00734,Retail,18,2020-10-18,Gold
735,Customer_00735,Retail,9,2020-05-14,Bronze
736,Customer_00736,Wholesale,17,2021-01-10,Platinum
737,Customer_00737,Retail,10,2021-02-28,Bronze
738,Customer_00738,Retail,4,2020-03-09,Silver
739,Customer_00739,Retail,10,2018-03-26,Gold
740,Customer_00740,Retail,12,2019-05-24,Bronze
741,Customer_00741,Retail,1,2020-07-26,Silver
742,Customer_00742,Retail,23,2020-03-22,Silver
743,Customer_00743,SME,14,2019-10-30,Bronze
744,Customer_00744,Retail,1,2020-12-31,Bronze
745,Customer_00745,Wholesale,22,2019-11-12,Bronze
746,Customer_00746,Retail,22,2019-02-23,Bronze
747,Customer_00747,Retail,1,2021-01-02,Silver
748,Customer_00748,Retail,5,2019-08-09,Silver
749,Customer_00749,Enterprise,10,2019-02-04,Silver
750,Customer_00750,SME,13,2019-11-15,Silver
751,Customer_00751,Retail,19,2020-10-21,Bronze
752,Customer_00752,Retail,11,2019-09-23,Bronze
753,Customer_00753,Retail,16,2018-09-30,Gold
754,Customer_00754,Retail,1,2021-02-03,Platinum
755,Customer_00755,Wholesale,17,2019-08-23,Silver
756,Customer_00756,Retail,23,2019-03-18,Bronze
757,Customer_00757,Retail,14,2020-09-06,Gold
758,Customer_00758,SME,12,2020-05-30,Gold
759,Customer_00759,Retail,8,2018-05-09,Silver
760,Customer_00760,Retail,24,2020-07-05,Bronze
761,Customer_00761,Enterprise,1,2019-07-19,Bronze
762,Customer_00762,Retail,8,2021-05-22,Silver
763,Customer_00763,Retail,4,2018-03-15,Platinum
764,Customer_00764,Retail,22,2019-07-21,Silver
765,Customer_00765,SME,13,2018-11-18,Bronze
766,Customer_00766,Retail,24,2019-07-13,Silver
767,Customer_00767,Retail,17,2020-07-17,Gold
768,Customer_00768,Retail,14,2020-08-09,Silver
769,Customer_00769,Retail,13,2019-02-15,Gold
770,Customer_00770,Wholesale,6,2018-06-22,Silver
771,Customer_00771,Retail,15,2021-06-24,Bronze
772,Customer_00772,wholesale,18,2018-07-13,Silver
773,Customer_00773,Wholesale,25,2018-08-05,Silver
774,Customer_00774,SME,14,2021-07-22,Platinum
775,Customer_00775,Retail,24,2021-07-23,Silver
776,Customer_00776,SME,24,2019-02-24,Silver
777,Customer_00777,Wholesale,14,2018-07-17,Silver
778,Customer_00778,Retail,11,2020-05-21,Silver
779,Customer_00779,Enterprise,4,2019-05-17,Silver
780,Customer_00780,SME,7,2017-11-24,Gold
781,Customer_00781,Retail,22,2020-09-04,Silver
782,Customer_00782,SME,4,2021-01-29,Silver
783,Customer_00783,Retail,10,2017-12-06,Silver
784,Customer_00784,Wholesale,18,2020-11-07,Bronze
785,Customer_00785,SME,7,2020-01-24,Silver
786,Customer_00786,Retail,25,2020-03-09,Silver
787,Customer_00787,SME,17,2019-11-09,Silver
788,Customer_00788,Retail,1,2020-11-24,Gold
789,Customer_00789,Enterprise,7,2019-03-20,Gold
790,Customer_00790,Wholesale,19,2019-03-01,Gold
791,Customer_00791,Retail,22,2021-03-07,Silver
792,Customer_00792,Retail,24,2020-01-11,Bronze
793,Customer_00793,Retail,22,2021-10-07,Gold
794,Customer_00794,Retail,2,2021-02-04,Silver
795,Customer_00795,Retail,19,2017-12-13,Silver
796,Customer_00796,Retail,3,2019-12-04,Silver
797,Customer_00797,Retail,2,2019-06-12,Gold
798,Customer_00798,Retail,18,2018-05-09,Bronze
799,Customer_00799,Enterprise,12,2019-01-27,Silver
800,Customer_00800,Enterprise,17,2018-10-01,Bronze
801,Customer_00801,Enterprise,22,2019-01-29,Silver
802,Customer_00802,Retail,2,2019-12-15,Silver
803,Customer_00803,SME,14,2019-05-29,Silver
804,Customer_00804,Wholesale,21,2020-10-26,Silver
805,Customer_00805,Retail,12,2018-05-07,Gold
806,Customer_00806,Retail,14,2021-04-07,Gold
807,Customer_00807,Wholesale,13,2018-05-16,Silver
808,Customer_00808,Retail,23,2018-05-25,Platinum
809,Customer_00809,Wholesale,2,2021-06-02,Silver
810,Customer_00810,SME,22,2019-02-01,Gold
811,Customer_00811,Retail,21,2017-12-09,Bronze
812,Customer_00812,Retail,21,2019-08-27,Bronze
813,Customer_00813,SME,11,2020-08-09,Bronze
814,Customer_00814,Wholesale,13,2018-05-23,Bronze
815,Customer_00815,Retail,10,2019-11-25,Silver
816,Customer_00816,SME,7,2021-07-03,Bronze
817,Customer_00817,SME,22,2020-12-24,Silver
818,Customer_00818,Wholesale,13,2019-03-15,Bronze
819,Customer_00819,Wholesale,19,2020-02-18,Bronze
820,Customer_00820,Retail,3,2021-02-10,Platinum
821,Customer_00821,Retail,20,2018-09-21,Silver
822,Customer_00822,Wholesale,17,2021-07-05,Platinum
823,Customer_00823,Retail,25,2021-02-07,Silver
824,Customer_00824,Wholesale,4,2020-02-03,Bronze
825,Customer_00825,SME,14,2021-11-03,Silver
826,Customer_00826,Retail,13,2020-05-30,Silver
827,Customer_00827,Wholesale,14,2018-04-08,Bronze
828,Customer_00828,Retail,2,2018-02-20,Gold
829,Customer_00829,SME,12,2018-06-04,Silver
830,Customer_00830,Retail,8,2020-09-03,Gold
831,Customer_00831,Wholesale,16,2021-09-26,Silver
832,Customer_00832,Wholesale,6,2018-08-28,Silver
833,Customer_00833,Retail,11,2020-06-21,Bronze
834,Customer_00834,Wholesale,16,2018-12-05,Platinum
835,Customer_00835,Enterprise,2,2021-07-07,Silver
836,Customer_00836,Wholesale,20,2019-04-06,Bronze
837,Customer_00837,Enterprise,18,2019-08-06,Bronze
838,Customer_00838,SME,2,2018-03-23,Silver
839,Customer_00839,Retail,2,2021-08-02,Platinum
840,Customer_00840,Wholesale,22,2020-04-30,Gold
841,Customer_00841,Retail,8,2017-12-09,Gold
842,Customer_00842,Enterprise,22,2020-05-27,Platinum
843,Customer_00843,Wholesale,13,2019-04-20,Gold
844,Customer_00844,Retail,9,2021-05-05,Bronze
845,Customer_00845,Retail,7,2019-01-05,Silver
846,Customer_00846,SME,17,2020-11-14,Bronze
847,Customer_00847,Retail,3,2019-08-27,Bronze
848,Customer_00848,Wholesale,11,2018-05-23,Silver
849,Customer_00849,Retail,9,2019-04-16,Bronze
850,Customer_00850,SME,4,2020-01-21,Platinum
851,Customer_00851,Retail,9,2021-03-22,Platinum
852,Customer_00852,Retail,14,2020-08-07,Silver
853,Customer_00853,SME,17,2018-07-08,Gold
854,Customer_00854,SME,3,2021-02-11,Silver
855,Customer_00855,Retail,22,2019-04-23,Bronze
856,Customer_00856,Retail,22,2020-01-05,Bronze
857,Customer_00857,Enterprise,18,2020-09-07,Bronze
858,Customer_00858,SME,24,2019-01-23,Bronze
859,Customer_00859,Retail,11,2020-07-07,Bronze
860,Customer_00860,Wholesale,21,2020-10-28,Bronze
861,Customer_00861,Enterprise,19,2019-10-31,Bronze
862,Customer_00862,enterprise,15,2018-11-22,Platinum
863,Customer_00863,Enterprise,5,2018-06-15,Bronze
864,Customer_00864,Wholesale,14,2019-06-02,Bronze
865,Customer_00865,Retail,23,2019-04-15,Silver
866,Customer_00866,SME,25,2018-10-08,Silver
867,Customer_00867,SME,12,2020-11-24,Silver
868,Customer_00868,Enterprise,7,2020-12-21,Bronze
869,Customer_00869,Retail,19,2020-01-07,Silver
870,Customer_00870,Retail,2,2019-05-31,Silver
871,Customer_00871,Enterprise,4,2019-05-09,Silver
872,Customer_00872,Retail,15,2021-05-16,Silver
873,Customer_00873,SME,25,2018-10-19,Silver
874,Customer_00874,Retail,9,2020-07-05,Silver
875,Customer_00875,Enterprise,12,2018-05-27,Bronze
876,Customer_00876,SME,9,2019-01-11,Silver
877,Customer_00877,Retail,12,2017-12-19,Bronze
878,Customer_00878,Retail,1,2019-05-30,Bronze
879,Customer_00879,Wholesale,15,2019-11-02,Silver
880,Customer_00880,wholesale,15,2021-03-26,Bronze
881,Customer_00881,Retail,8,2020-05-14,Bronze
882,Customer_00882,wholesale,7,2018-06-24,Silver
883,Customer_00883,SME,20,2020-06-07,Silver
884,Customer_00884,Retail,5,2021-10-13,Gold
885,Customer_00885,Retail,2,2020-12-30,Platinum
886,Customer_00886,Retail,2,2019-07-24,Platinum
887,Customer_00887,Retail,23,2019-06-03,Silver
888,Customer_00888,Retail,10,2017-12-18,Bronze
889,Customer_00889,Retail,3,2018-03-03,Silver
890,Customer_00890,Wholesale,22,2019-10-27,Silver
891,Customer_00891,Retail,4,2019-09-23,Silver
892,Customer_00892,SME,9,2018-09-18,Bronze
893,Customer_00893,Retail,1,2021-10-21,Bronze
894,Customer_00894,Retail,17,2019-07-24,Bronze
895,Customer_00895,Enterprise,18,2020-01-21,Bronze
896,Customer_00896,sme,19,2018-10-15,Bronze
897,Customer_00897,Retail,7,2018-09-19,Platinum
898,Customer_00898,Retail,9,2019-04-24,Bronze
899,Customer_00899,Retail,24,2019-04-22,Silver
900,Customer_00900,Wholesale,21,2019-03-02,Platinum
901,Customer_00901,Retail,1,2019-08-15,Silver
902,Customer_00902,Retail,18,2021-01-25,Silver
903,Customer_00903,Retail,21,2020-11-01,Silver
904,Customer_00904,Retail,14,2018-12-16,Bronze
905,Customer_00905,SME,16,2019-06-19,Silver
906,Customer_00906,Wholesale,1,2021-01-10,Gold
907,Customer_00907,Retail,1,2018-05-26,Gold
908,Customer_00908,Retail,1,2017-12-23,Gold
909,Customer_00909,Retail,4,2019-06-07,Platinum
910,Customer_00910,Retail,25,2021-01-25,Silver
911,Customer_00911,Enterprise,16,2018-02-24,Gold
912,Customer_00912,SME,20,2021-01-11,Silver
913,Customer_00913,SME,8,2020-03-24,Silver
914,Customer_00914,SME,24,2018-06-23,Gold
915,Customer_00915,SME,5,2019-11-12,Gold
916,Customer_00916,SME,23,2021-01-02,Gold
917,Customer_00917,Retail,1,2021-09-03,Bronze
918,Customer_00918,Retail,1,2020-07-09,Silver
919,Customer_00919,Retail,2,2019-03-30,Bronze
920,Customer_00920,Wholesale,20,2019-01-26,Silver
921,Customer_00921,Retail,7,2021-02-01,Gold
922,Customer_00922,SME,12,2021-05-08,Gold
923,Customer_00923,wholesale,12,2019-02-14,Silver
924,Customer_00924,Wholesale,20,2021-05-08,Silver
925,Customer_00925,Retail,9,2021-09-27,Bronze
926,Customer_00926,Retail,1,2020-01-03,Bronze
927,Customer_00927,Retail,10,2019-08-29,Bronze
928,Customer_00928,SME,8,2021-01-01,Platinum
929,Customer_00929,Wholesale,19,2021-02-19,Bronze
930,Customer_00930,Enterprise,19,2021-01-13,Platinum
931,Customer_00931,Retail,3,2020-08-05,Bronze
932,Customer_00932,Retail,20,2021-12-19,Gold
933,Customer_00933,Retail,2,2021-12-15,Silver
934,Customer_00934,Enterprise,16,2020-06-25,Silver
935,Customer_00935,Enterprise,10,2021-12-03,Silver
936,Customer_00936,Retail,8,2020-09-11,Gold
937,Customer_00937,SME,13,2019-08-14,Platinum
938,Customer_00938,retail,8,2021-11-16,Silver
939,Customer_00939,SME,20,2019-06-20,Bronze
940,Customer_00940,Retail,25,2019-06-15,Bronze
941,Customer_00941,Retail,21,2019-08-25,Gold
942,Customer_00942,SME,11,2019-06-07,Silver
943,Customer_00943,Retail,13,2018-09-06,Silver
944,Customer_00944,Retail,12,2021-09-17,Silver
945,Customer_00945,Retail,20,2021-04-23,Silver
946,Customer_00946,Retail,14,2020-09-13,Gold
947,Customer_00947,Enterprise,12,2019-03-06,Gold
948,Customer_00948,SME,11,2018-06-02,Gold
949,Customer_00949,SME,10,2018-03-26,Gold
950,Customer_00950,Retail,14,2019-08-12,Gold
951,Customer_00951,Wholesale,18,2020-04-26,Silver
952,Customer_00952,Retail,11,2020-04-24,Platinum
953,Customer_00953,Retail,21,2021-10-04,Bronze
954,Customer_00954,Retail,21,2020-02-04,Silver
955,Customer_00955,SME,11,2019-11-24,Gold
956,Customer_00956,SME,23,2021-02-23,Silver
957,Customer_00957,Enterprise,5,2018-11-07,Bronze
958,Customer_00958,Wholesale,24,2018-09-02,Silver
959,Customer_00959,Retail,8,2020-10-05,Silver
960,Customer_00960,Wholesale,15,2018-04-01,Platinum
961,Customer_00961,Wholesale,8,2021-07-25,Silver
962,Customer_00962,Retail,12,2018-04-07,Bronze
963,Customer_00963,Retail,9,2018-11-06,Silver
964,Customer_00964,Retail,18,2021-01-31,Silver
965,Customer_00965,SME,3,2019-05-02,Bronze
966,Customer_00966,Retail,21,2020-09-22,Silver
967,Customer_00967,SME,23,2018-09-20,Silver
968,Customer_00968,Retail,15,2021-05-06,Bronze
969,Customer_00969,Wholesale,14,2020-12-30,Silver
970,Customer_00970,Retail,18,2020-09-28,Silver
971,Customer_00971,Retail,5,2021-03-08,Gold
972,Customer_00972,Retail,19,2020-08-20,Silver
973,Customer_00973,Retail,6,2019-07-13,Bronze
974,Customer_00974,SME,17,2019-05-28,Platinum
975,Customer_00975,Retail,8,2019-09-24,Silver
976,Customer_00976,Wholesale,19,2021-03-23,Bronze
977,Customer_00977,Retail,20,2021-03-04,Gold
978,Customer_00978,Retail,6,2018-03-24,Bronze
979,Customer_00979,Wholesale,16,2020-12-20,Gold
980,Customer_00980,Retail,13,2021-07-31,Gold
981,Customer_00981,SME,8,2020-02-21,Platinum
982,Customer_00982,sme,15,2021-12-22,Platinum
983,Customer_00983,Enterprise,25,2020-08-06,Bronze
984,Customer_00984,Retail,1,2018-06-29,Gold
985,Customer_00985,Retail,24,2020-11-26,Bronze
986,Customer_00986,SME,22,2019-02-11,Silver
987,Customer_00987,Retail,14,2019-12-29,Silver
988,Customer_00988,Retail,16,2020-07-17,Bronze
989,Customer_00989,Retail,10,2019-04-15,Bronze
990,Customer_00990,Enterprise,4,2019-07-23,Bronze
991,Customer_00991,Wholesale,15,2020-09-11,Bronze
992,Customer_00992,Enterprise,21,2021-01-31,Bronze
993,Customer_00993,Enterprise,6,2018-03-28,Platinum
994,Customer_00994,Retail,18,2021-04-24,Silver
995,Customer_00995,SME,19,2018-01-23,Gold
996,Customer_00996,Retail,19,2020-01-26,Gold
997,Customer_00997,Wholesale,9,2017-11-28,Gold
998,Customer_00998,Retail,10,2020-07-21,Silver
999,Customer_00999,SME,11,2019-09-06,Gold
1000,Customer_01000,retail,22,2019-06-24,Gold
1001,Customer_01001,Retail,23,2020-08-11,Gold
1002,Customer_01002,Retail,11,2021-02-08,Platinum
1003,Customer_01003,Retail,25,2019-11-13,Silver
1004,Customer_01004,Retail,15,2019-04-13,Silver
1005,Customer_01005,Wholesale,10,2020-12-05,Gold
1006,Customer_01006,Retail,1,2018-11-08,Silver
1007,Customer_01007,SME,16,2019-05-19,Gold
1008,Customer_01008,Retail,17,2021-04-27,Bronze
1009,Customer_01009,Enterprise,25,2018-02-24,Bronze
1010,Customer_01010,Retail,18,2021-10-28,Silver
1011,Customer_01011,Wholesale,1,2019-04-27,Bronze
1012,Customer_01012,Wholesale,15,2020-03-13,Platinum
1013,Customer_01013,Retail,19,2019-04-27,Bronze
1014,Customer_01014,SME,13,2018-10-28,Gold
1015,Customer_01015,Retail,11,2019-03-08,Bronze
1016,Customer_01016,Retail,21,2019-05-01,Platinum
1017,Customer_01017,Wholesale,16,2018-07-20,Silver
1018,Customer_01018,SME,18,2019-02-14,Bronze
1019,Customer_01019,Retail,12,2018-08-30,Bronze
1020,Customer_01020,Retail,7,2020-05-07,Silver
1021,Customer_01021,SME,13,2021-03-03,Platinum
1022,Customer_01022,Enterprise,24,2021-01-14,Platinum
1023,Customer_01023,SME,16,2019-06-28,Bronze
1024,Customer_01024,Wholesale,18,2019-10-27,Silver
1025,Customer_01025,Wholesale,4,2021-09-08,Bronze
1026,Customer_01026,Retail,25,2021-03-01,Silver
1027,Customer_01027,SME,7,2018-01-11,Silver
1028,Customer_01028,Retail,25,2019-01-08,Bronze
1029,Customer_01029,Enterprise,12,2018-11-26,Silver
1030,Customer_01030,Retail,23,2021-03-12,Gold
1031,Customer_01031,Wholesale,23,2021-09-27,Bronze
1032,Customer_01032,Enterprise,19,2020-10-22,Bronze
1033,Customer_01033,Wholesale,23,2018-06-26,Bronze
1034,Customer_01034,SME,16,2019-12-04,Bronze
1035,Customer_01035,Retail,22,2018-10-13,Bronze
1036,Customer_01036,Wholesale,5,2020-01-02,Silver
1037,Customer_01037,Retail,2,2019-12-28,Bronze
1038,Customer_01038,Retail,14,2019-07-15,Gold
